id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
961,30,technician,married,tertiary,no,96882,no,yes,unknown,30,may,658,1,134,0,unknown,0
962,33,management,married,tertiary,no,41623,yes,no,cellular,20,apr,658,2,690,0,other,0
963,37,management,married,tertiary,no,38428,no,no,cellular,18,aug,158,2,576,0,unknown,0
964,35,technician,divorced,secondary,no,21956,no,yes,cellular,8,jul,121,4,641,0,unknown,0
965,30,services,married,tertiary,no,91344,yes,no,unknown,16,may,658,2,284,0,unknown,0
966,60,retired,married,secondary,no,23274,yes,no,unknown,15,may,345,1,261,0,unknown,0
967,36,housemaid,married,secondary,no,60062,yes,no,unknown,26,may,152,2,367,0,unknown,0
968,32,admin.,divorced,secondary,no,5567,yes,no,cellular,7,jul,158,1,73,0,unknown,0
969,34,blue-collar,single,secondary,no,-6817,no,no,cellular,28,jul,271,1,336,0,unknown,0
970,46,management,married,tertiary,no,-4422,yes,no,unknown,16,may,259,1,863,0,unknown,0
971,31,blue-collar,married,secondary,no,70357,yes,no,cellular,27,may,1045,1,96,0,unknown,0
972,32,admin.,married,secondary,no,17533,no,yes,cellular,7,jul,158,2,628,0,unknown,0
973,30,services,married,secondary,no,77809,yes,no,cellular,4,apr,87,1,665,0,unknown,0
974,48,unemployed,married,secondary,no,99280,yes,no,telephone,21,jun,158,3,306,0,unknown,0
975,32,management,single,secondary,no,15035,yes,no,cellular,7,jul,271,4,39,0,unknown,0
976,30,housemaid,married,primary,no,81895,no,no,unknown,20,jun,1133,1,728,0,unknown,0
977,35,technician,married,secondary,no,11530,yes,no,cellular,9,feb,14,1,649,0,unknown,0
978,30,admin.,married,secondary,no,36233,yes,no,cellular,27,may,345,1,289,0,unknown,0
979,31,blue-collar,married,primary,no,15172,no,no,cellular,19,nov,158,1,537,0,unknown,0
980,34,blue-collar,married,secondary,no,97682,no,no,unknown,20,jun,64,3,185,0,unknown,0
981,30,entrepreneur,single,secondary,no,73575,yes,no,cellular,7,jul,271,1,229,0,unknown,1
982,31,blue-collar,single,secondary,no,59217,yes,no,cellular,12,apr,101,1,833,0,failure,0
983,30,technician,married,tertiary,no,66549,no,no,cellular,26,feb,158,1,246,0,unknown,0
984,35,services,married,secondary,no,85227,yes,no,cellular,8,jul,271,1,588,0,unknown,0
985,49,self-employed,married,secondary,no,68199,no,no,cellular,21,nov,158,3,709,0,unknown,0
986,42,technician,single,tertiary,no,57022,no,no,cellular,28,jan,388,3,784,0,unknown,0
987,34,blue-collar,single,secondary,no,92756,no,no,unknown,2,jun,67,1,150,0,unknown,0
988,32,services,married,secondary,no,-5980,yes,no,cellular,18,nov,101,2,180,0,other,0
989,32,admin.,married,secondary,no,68153,no,no,telephone,3,jan,158,1,595,0,unknown,0
990,49,management,married,tertiary,no,33874,no,yes,cellular,9,jul,158,3,794,0,unknown,0
991,43,management,divorced,secondary,no,3235,yes,no,cellular,21,apr,87,1,224,0,unknown,0
992,33,management,married,secondary,no,60879,yes,no,cellular,27,may,345,2,527,0,unknown,0
993,29,self-employed,married,tertiary,no,83023,yes,no,unknown,16,may,152,1,552,0,unknown,0
994,34,admin.,divorced,secondary,no,51706,yes,no,unknown,2,apr,826,2,160,0,unknown,0
995,49,technician,married,unknown,no,34604,no,yes,cellular,8,jul,158,4,498,0,unknown,0
996,30,technician,married,secondary,no,79833,no,yes,cellular,7,jul,69,1,789,0,unknown,0
997,30,entrepreneur,married,secondary,no,33397,no,no,cellular,7,jul,158,4,319,0,unknown,1
998,57,unemployed,divorced,primary,no,85366,no,no,cellular,8,apr,142,2,19,0,unknown,0
999,30,management,married,tertiary,no,-2190,no,no,cellular,18,aug,48,3,576,0,unknown,0
1000,30,admin.,single,secondary,no,44139,no,no,cellular,18,aug,158,4,179,0,unknown,0
1001,30,technician,married,secondary,no,9488,no,yes,cellular,6,aug,158,2,38,0,unknown,0
1002,31,self-employed,single,secondary,no,71144,yes,no,cellular,13,nov,14,1,43,0,unknown,0
1003,33,management,married,tertiary,no,33616,yes,no,unknown,30,may,126,1,751,0,unknown,0
1004,35,management,divorced,primary,no,100790,yes,no,cellular,5,apr,121,2,817,0,other,0
1005,40,admin.,married,unknown,no,21679,yes,no,unknown,30,may,152,1,356,0,unknown,0
1006,49,admin.,married,secondary,no,69054,no,no,unknown,12,jun,177,1,829,0,unknown,0
1007,33,management,married,tertiary,no,69746,no,no,unknown,20,jun,67,1,487,0,unknown,0
1008,31,technician,married,tertiary,no,21015,no,no,cellular,6,feb,101,2,514,2,failure,0
1009,32,entrepreneur,married,secondary,no,77036,no,yes,cellular,5,may,977,2,138,0,other,0
1010,34,blue-collar,married,secondary,no,32398,yes,no,cellular,27,may,345,1,234,0,unknown,0
1011,58,retired,single,tertiary,no,48688,no,no,cellular,7,jul,158,2,684,0,unknown,0
1012,47,technician,married,secondary,no,75947,no,no,cellular,8,jul,158,2,388,0,unknown,0
1013,32,student,single,unknown,no,73583,no,no,cellular,21,nov,158,1,837,0,unknown,0
1014,32,technician,married,tertiary,no,61576,no,yes,cellular,28,jan,126,1,752,0,failure,0
1015,32,self-employed,married,secondary,no,-6733,yes,no,unknown,30,may,121,3,175,0,unknown,0
1016,34,management,married,tertiary,no,3037,yes,no,cellular,17,feb,158,1,662,0,unknown,0
1017,36,blue-collar,married,primary,no,-4503,no,no,unknown,20,jun,64,2,215,0,unknown,0
1018,34,blue-collar,married,secondary,no,44651,yes,no,cellular,27,may,345,1,749,0,unknown,0
1019,31,blue-collar,married,primary,no,75010,yes,no,unknown,16,may,259,3,127,0,unknown,0
1020,33,blue-collar,married,primary,no,25236,yes,no,cellular,18,nov,147,1,129,0,unknown,0
1021,35,blue-collar,married,secondary,no,40403,yes,no,cellular,18,aug,79,1,334,0,unknown,0
1022,57,retired,divorced,primary,no,-2711,no,no,telephone,18,nov,658,2,774,0,success,0
1023,35,technician,single,secondary,no,37267,yes,no,cellular,7,jul,895,2,668,0,failure,0
1024,34,blue-collar,single,secondary,no,19285,yes,no,telephone,5,may,271,4,582,0,unknown,0
1025,48,unemployed,married,secondary,no,89399,no,no,cellular,21,nov,101,2,754,0,unknown,0
1026,34,services,single,secondary,no,-2065,yes,no,unknown,16,may,121,2,298,0,unknown,0
1027,34,blue-collar,single,secondary,no,21171,yes,yes,unknown,16,may,152,3,515,0,unknown,0
1028,36,management,married,secondary,no,7084,no,yes,cellular,4,aug,158,4,162,0,unknown,0
1029,31,blue-collar,married,secondary,no,23948,yes,no,cellular,27,may,345,2,821,0,unknown,0
1030,31,entrepreneur,married,tertiary,no,6947,yes,yes,cellular,18,aug,158,1,76,0,unknown,0
1031,31,blue-collar,married,primary,no,53693,no,yes,cellular,8,jul,271,4,444,0,unknown,0
1032,31,services,married,secondary,no,39849,yes,no,unknown,15,may,246,1,771,0,unknown,0
1033,31,technician,divorced,primary,no,43798,yes,no,cellular,21,nov,121,1,762,0,unknown,0
1034,44,management,single,tertiary,no,35384,no,no,cellular,26,feb,101,3,432,2,success,1
1035,31,services,married,secondary,no,93702,yes,yes,unknown,16,may,158,2,853,0,unknown,0
1036,35,blue-collar,married,secondary,no,63138,yes,no,unknown,15,may,245,1,736,0,unknown,0
1037,37,entrepreneur,single,secondary,no,78475,yes,no,cellular,17,jul,271,1,642,0,unknown,1
1038,37,blue-collar,married,secondary,no,25745,yes,no,unknown,2,jun,184,1,110,0,unknown,0
1039,27,blue-collar,single,secondary,no,35199,yes,no,telephone,12,may,189,1,280,0,unknown,0
1040,32,admin.,divorced,secondary,no,43396,yes,no,cellular,12,may,82,2,350,1,other,0
1041,31,technician,divorced,secondary,no,61055,yes,no,unknown,20,may,658,1,305,0,unknown,0
1042,31,technician,married,secondary,no,50566,yes,yes,cellular,17,feb,158,3,95,0,unknown,0
1043,32,management,single,tertiary,no,94595,no,no,cellular,21,nov,101,3,364,0,unknown,0
1044,35,blue-collar,married,secondary,no,-2390,yes,no,unknown,20,jun,87,1,257,0,unknown,0
1045,29,unemployed,married,secondary,no,23152,no,no,cellular,28,jul,158,2,295,0,unknown,0
1046,32,technician,single,secondary,no,4368,no,no,cellular,28,jan,101,1,305,0,other,0
1047,27,management,married,tertiary,no,-3328,yes,yes,unknown,16,may,142,1,532,0,unknown,0
1048,35,technician,divorced,tertiary,no,89553,yes,no,cellular,18,nov,87,1,800,0,unknown,0
1049,34,technician,married,secondary,no,66954,yes,no,cellular,27,may,345,1,424,0,unknown,0
1050,48,technician,married,tertiary,no,90771,yes,no,cellular,4,aug,158,4,34,0,unknown,0
1051,45,management,married,tertiary,no,16800,no,no,cellular,9,aug,158,2,580,0,unknown,0
1052,35,technician,married,secondary,no,11129,yes,no,cellular,27,may,345,3,476,0,unknown,0
1053,33,technician,married,secondary,no,15234,yes,no,unknown,16,may,152,1,250,0,unknown,0
1054,35,services,married,secondary,no,9691,yes,no,cellular,2,jun,184,1,334,0,unknown,0
1055,30,management,married,tertiary,no,43283,yes,no,cellular,8,apr,82,1,89,0,unknown,0
1056,30,technician,single,unknown,no,-2699,yes,no,cellular,27,may,121,3,719,0,unknown,0
1057,33,technician,married,tertiary,no,91655,yes,no,telephone,3,feb,14,1,202,0,unknown,0
1058,30,services,single,secondary,no,97260,yes,no,cellular,21,nov,121,1,179,0,unknown,0
1059,30,student,single,secondary,no,95551,no,no,telephone,13,nov,158,2,608,0,unknown,0
1060,30,admin.,married,tertiary,no,99479,no,no,cellular,18,nov,158,1,210,0,unknown,0
1061,33,management,divorced,primary,no,82017,yes,no,cellular,21,nov,121,3,14,0,unknown,0
1062,36,blue-collar,married,primary,no,56800,yes,no,cellular,18,aug,79,1,486,0,unknown,0
1063,53,admin.,married,secondary,no,27349,no,yes,cellular,18,aug,158,2,193,0,unknown,0
1064,49,entrepreneur,married,secondary,no,87458,yes,yes,cellular,3,feb,104,3,319,0,unknown,0
1065,49,admin.,married,tertiary,no,96136,no,no,cellular,17,apr,101,2,813,0,failure,0
1066,37,management,married,secondary,no,21899,yes,no,unknown,30,may,142,1,757,0,unknown,0
1067,33,blue-collar,married,primary,no,-6843,yes,yes,unknown,25,may,245,2,825,0,unknown,0
1068,60,management,married,tertiary,no,69830,yes,no,cellular,17,feb,104,1,314,0,unknown,0
1069,32,admin.,single,secondary,no,101005,yes,no,cellular,27,may,121,2,11,0,unknown,0
1070,45,blue-collar,married,primary,no,88681,no,no,cellular,12,may,177,1,616,0,unknown,0
1071,32,management,single,tertiary,no,79971,yes,no,cellular,6,nov,101,1,735,2,failure,0
1072,36,management,divorced,primary,no,99081,no,no,cellular,18,aug,158,2,523,0,unknown,0
1073,31,services,married,secondary,no,50817,yes,no,cellular,27,may,345,2,606,0,unknown,0
1074,35,management,married,tertiary,no,94836,no,no,telephone,12,nov,826,4,234,1,other,0
1075,29,management,married,tertiary,no,79466,yes,no,unknown,26,may,245,1,719,0,unknown,1
1076,34,technician,divorced,secondary,no,60685,yes,no,unknown,16,may,345,2,164,0,unknown,0
1077,30,services,married,secondary,no,29738,yes,no,cellular,28,jul,158,4,593,0,unknown,0
1078,32,admin.,married,secondary,no,83811,yes,no,cellular,3,feb,101,1,185,2,other,0
1079,60,blue-collar,married,primary,no,66287,no,no,unknown,16,may,152,1,399,0,unknown,0
1080,57,management,married,tertiary,no,101763,no,no,cellular,7,jul,158,1,831,0,unknown,0
1081,27,technician,married,secondary,no,42691,yes,no,cellular,27,may,345,1,477,0,unknown,0
1082,31,admin.,divorced,secondary,no,54049,yes,no,cellular,8,may,14,2,10,0,unknown,1
1083,30,blue-collar,married,primary,no,16287,no,yes,cellular,4,aug,158,4,467,0,unknown,0
1084,40,housemaid,married,primary,no,96255,yes,yes,cellular,17,jul,158,4,855,0,unknown,0
1085,56,admin.,divorced,secondary,no,16068,no,no,telephone,9,aug,158,3,430,0,unknown,1
1086,34,management,married,secondary,no,77688,yes,no,cellular,27,may,345,1,847,0,unknown,0
1087,30,self-employed,married,tertiary,no,-2997,yes,no,cellular,27,may,121,4,599,0,unknown,0
1088,33,blue-collar,married,secondary,no,16288,yes,no,unknown,15,may,345,1,399,0,unknown,0
1089,56,retired,married,primary,no,95445,no,yes,cellular,13,aug,158,1,620,0,unknown,0
1090,31,technician,divorced,secondary,no,74014,no,no,cellular,3,apr,138,1,617,0,unknown,1
1091,47,technician,married,secondary,no,546,yes,no,cellular,27,may,345,2,448,0,unknown,0
1092,31,services,divorced,secondary,no,79183,no,no,cellular,26,feb,158,2,494,0,unknown,0
1093,31,blue-collar,single,unknown,no,95486,yes,no,unknown,15,may,152,3,590,0,unknown,0
1094,31,services,single,secondary,no,44114,yes,no,unknown,26,may,518,2,209,0,unknown,0
1095,40,housemaid,married,secondary,no,40840,no,no,cellular,30,apr,101,1,673,0,failure,0
1096,31,blue-collar,single,secondary,no,74139,yes,yes,cellular,4,aug,158,1,442,0,unknown,0
1097,34,blue-collar,married,secondary,no,30800,yes,no,unknown,15,may,152,1,345,0,unknown,1
1098,33,admin.,married,secondary,no,-2086,yes,no,unknown,15,may,152,3,589,0,unknown,0
1099,35,technician,single,tertiary,no,13232,yes,no,cellular,30,jan,14,4,674,0,unknown,1
1100,30,admin.,single,secondary,no,46209,yes,no,unknown,2,jun,158,1,743,0,unknown,0
1101,27,blue-collar,married,secondary,no,35628,yes,no,unknown,16,may,658,1,498,0,unknown,1
1102,51,technician,married,tertiary,no,40197,yes,no,cellular,4,aug,158,3,22,0,unknown,0
1103,33,blue-collar,married,secondary,no,-3482,yes,no,cellular,27,may,345,1,106,0,unknown,0
1104,48,technician,divorced,primary,no,16638,no,no,cellular,4,aug,72,2,850,0,unknown,0
1105,58,retired,married,primary,no,58204,no,no,cellular,7,jul,101,2,362,1,failure,0
1106,30,technician,married,secondary,no,80196,yes,no,unknown,20,jun,87,1,802,0,unknown,0
1107,32,technician,married,secondary,no,15700,yes,no,cellular,12,apr,104,1,92,0,unknown,1
1108,37,technician,married,secondary,no,94204,yes,yes,cellular,7,jul,271,3,544,0,unknown,0
1109,32,technician,divorced,secondary,no,34551,yes,yes,cellular,18,may,121,2,172,0,unknown,0
1110,31,technician,single,secondary,no,39037,no,no,cellular,17,may,67,1,591,0,unknown,0
1111,29,management,married,tertiary,no,63705,no,no,cellular,12,feb,826,1,463,0,unknown,0
1112,60,retired,married,primary,no,75145,no,no,cellular,14,jul,158,1,1,0,unknown,1
1113,33,blue-collar,married,secondary,no,1585,yes,no,cellular,27,may,345,1,313,0,unknown,0
1114,33,blue-collar,married,secondary,no,54268,yes,no,unknown,15,may,345,1,146,0,unknown,0
1115,30,management,single,tertiary,no,54011,yes,no,cellular,28,may,207,4,431,1,failure,0
1116,29,management,married,secondary,no,79627,yes,no,cellular,27,may,345,1,702,0,unknown,0
1117,43,admin.,married,secondary,no,29922,no,no,cellular,18,aug,158,2,127,0,unknown,0
1118,33,management,married,tertiary,no,28531,yes,no,cellular,18,aug,101,2,839,0,other,0
1119,37,blue-collar,married,secondary,no,-1825,yes,no,cellular,20,may,87,1,544,0,failure,0
1120,42,retired,married,primary,no,40013,no,no,cellular,13,nov,101,1,372,0,failure,0
1121,30,unemployed,single,secondary,no,-3604,no,no,cellular,7,jul,158,1,100,0,unknown,0
1122,31,technician,single,secondary,no,38882,yes,no,unknown,15,may,340,1,19,0,unknown,0
1123,57,retired,single,tertiary,no,82190,no,no,telephone,13,aug,158,2,121,0,unknown,0
1124,30,admin.,single,secondary,no,81068,yes,no,unknown,15,may,246,1,804,0,unknown,0
1125,34,management,married,secondary,no,-6059,yes,no,unknown,30,may,126,2,543,0,unknown,0
1126,60,blue-collar,divorced,secondary,no,72761,no,no,unknown,6,jun,67,1,119,0,unknown,0
1127,31,services,married,unknown,no,87429,yes,no,unknown,15,may,152,1,270,0,unknown,0
1128,33,management,married,tertiary,no,1918,no,no,cellular,2,jun,158,3,13,0,unknown,0
1129,35,services,married,secondary,no,36923,yes,no,cellular,8,may,345,2,652,0,unknown,0
1130,30,housemaid,single,tertiary,no,-410,no,no,cellular,13,aug,158,4,677,0,unknown,0
1131,60,blue-collar,divorced,secondary,no,49802,yes,no,unknown,15,may,245,2,160,0,unknown,0
1132,31,technician,single,tertiary,no,21257,no,yes,unknown,16,may,152,1,562,0,unknown,0
1133,34,technician,married,secondary,no,45809,yes,no,cellular,8,may,345,2,140,0,unknown,0
1134,34,technician,married,secondary,no,69516,yes,no,cellular,27,may,1045,1,449,0,unknown,0
1135,31,management,single,tertiary,no,54062,no,no,unknown,20,jun,158,3,768,0,unknown,0
1136,37,admin.,married,secondary,no,12478,no,yes,cellular,14,jul,158,1,124,0,unknown,0
1137,34,blue-collar,married,secondary,no,85379,yes,no,unknown,30,may,152,2,112,0,unknown,0
1138,35,services,single,secondary,no,16677,yes,no,cellular,7,jul,271,1,274,0,unknown,0
1139,37,management,single,tertiary,no,-1992,no,no,cellular,21,nov,158,3,659,0,unknown,1
1140,30,services,single,tertiary,no,63715,yes,no,cellular,3,feb,101,2,801,0,unknown,1
1141,35,technician,married,secondary,no,12911,yes,no,cellular,7,may,345,1,187,0,unknown,0
1142,31,services,married,secondary,no,60047,yes,no,cellular,12,may,345,2,567,0,unknown,0
1143,31,technician,single,secondary,no,29498,no,yes,cellular,8,jul,121,1,399,0,unknown,0
1144,45,technician,married,secondary,no,71909,no,no,cellular,26,aug,158,2,98,0,unknown,0
1145,34,management,married,secondary,no,92262,yes,no,cellular,12,may,345,2,831,0,unknown,0
1146,33,management,married,tertiary,no,99682,yes,no,cellular,27,may,345,4,668,0,unknown,0
1147,34,technician,married,secondary,no,47331,yes,no,cellular,12,may,345,1,9,0,unknown,0
1148,37,blue-collar,married,secondary,no,4002,yes,no,unknown,2,jun,184,2,367,0,unknown,0
1149,32,admin.,single,secondary,no,67813,yes,no,cellular,27,may,82,2,523,1,failure,0
1150,60,retired,married,unknown,no,62009,yes,no,cellular,17,apr,24,1,438,0,failure,0
1151,29,retired,single,secondary,no,37776,no,no,telephone,13,mar,158,1,673,0,unknown,0
1152,41,unemployed,married,primary,no,43164,yes,no,unknown,16,may,658,2,250,0,unknown,0
1153,35,technician,single,secondary,no,46651,yes,no,unknown,16,may,345,1,198,0,unknown,0
1154,30,technician,married,secondary,no,30594,no,no,cellular,28,jun,87,2,844,0,unknown,0
1155,35,services,married,secondary,no,43743,yes,no,cellular,4,aug,158,1,0,0,unknown,0
1156,31,blue-collar,single,secondary,no,91387,yes,no,cellular,20,apr,132,1,238,0,unknown,0
1157,37,services,married,secondary,no,6023,no,no,unknown,20,jun,64,1,486,0,unknown,0
1158,35,technician,married,secondary,no,89993,yes,no,cellular,27,may,345,1,591,0,unknown,0
1159,32,technician,single,unknown,no,29966,no,no,cellular,27,may,121,2,580,0,unknown,0
1160,60,retired,divorced,primary,no,80438,no,no,telephone,14,mar,101,3,451,3,unknown,0
1161,31,blue-collar,married,primary,no,47740,yes,no,cellular,18,aug,158,1,196,0,unknown,0
1162,60,retired,married,primary,no,75159,no,no,cellular,17,apr,177,1,7,3,success,1
1163,31,technician,single,secondary,no,76145,yes,yes,cellular,16,may,152,2,105,0,unknown,0
1164,35,technician,married,secondary,no,96682,yes,no,cellular,27,may,345,1,825,0,unknown,0
1165,30,management,single,tertiary,no,94371,no,no,cellular,17,apr,104,2,698,0,unknown,0
1166,32,management,single,tertiary,no,12332,no,no,cellular,30,mar,101,2,58,0,unknown,1
1167,35,services,single,secondary,no,49768,no,no,unknown,2,jun,177,2,453,0,unknown,0
1168,31,technician,single,tertiary,no,51601,no,no,unknown,20,jun,177,1,277,0,unknown,0
1169,30,entrepreneur,single,tertiary,no,91209,no,no,telephone,12,may,101,1,271,0,failure,0
1170,33,blue-collar,married,primary,no,1045,no,no,cellular,4,aug,158,4,305,0,unknown,0
1171,33,management,married,tertiary,no,50102,no,no,cellular,18,aug,158,2,716,0,unknown,0
1172,39,management,single,tertiary,no,87948,yes,no,cellular,4,feb,158,3,58,0,unknown,0
1173,31,housemaid,married,primary,no,29926,yes,yes,cellular,21,nov,158,2,151,0,unknown,0
1174,31,services,married,primary,no,11636,no,no,cellular,8,aug,117,2,127,0,unknown,0
1175,34,management,married,tertiary,no,17734,yes,no,cellular,27,may,345,1,514,0,unknown,0
1176,32,blue-collar,married,primary,no,51780,yes,no,cellular,12,may,82,1,388,1,other,0
1177,30,technician,married,secondary,no,101152,yes,no,unknown,16,may,121,1,307,0,unknown,0
1178,34,management,single,secondary,no,5983,yes,no,cellular,8,may,345,1,322,0,unknown,0
1179,60,services,married,secondary,no,62934,yes,no,cellular,27,may,345,1,525,0,unknown,0
1180,40,blue-collar,married,primary,no,979,yes,no,cellular,16,may,658,2,857,0,unknown,0
1181,30,admin.,single,secondary,no,41893,yes,no,cellular,12,feb,101,1,171,1,failure,0
1182,35,technician,married,secondary,no,58907,yes,no,cellular,27,may,345,1,198,0,unknown,0
1183,42,technician,married,secondary,no,1880,no,yes,cellular,17,jul,69,1,562,0,unknown,0
1184,35,technician,divorced,secondary,no,67809,no,no,cellular,18,aug,158,1,692,0,unknown,0
1185,30,unemployed,single,secondary,no,88759,no,no,cellular,21,nov,104,2,512,0,unknown,0
1186,37,technician,single,secondary,no,-4917,yes,no,cellular,17,jul,158,2,166,0,unknown,0
1187,30,technician,married,secondary,no,69674,yes,no,cellular,21,nov,101,3,466,0,unknown,0
1188,31,management,married,secondary,no,36620,yes,no,cellular,27,may,345,1,833,0,unknown,0
1189,34,admin.,single,secondary,no,78809,yes,no,cellular,12,may,207,2,238,1,failure,0
1190,34,technician,married,secondary,no,48461,yes,no,cellular,27,may,345,1,758,0,unknown,0
1191,33,management,married,tertiary,no,62809,yes,yes,cellular,27,may,121,1,515,0,unknown,0
1192,31,admin.,married,primary,no,57237,no,no,unknown,8,may,152,2,569,0,unknown,0
1193,33,blue-collar,married,secondary,no,6814,yes,no,cellular,27,may,345,1,684,0,unknown,0
1194,31,technician,married,tertiary,no,36822,no,no,cellular,18,aug,158,1,190,0,unknown,0
1195,57,housemaid,married,primary,no,3216,no,no,cellular,21,aug,177,2,279,0,unknown,0
1196,31,management,single,secondary,no,5575,yes,no,unknown,15,may,345,1,599,0,unknown,0
1197,37,management,married,tertiary,no,7967,no,no,cellular,14,jul,158,1,809,0,unknown,0
1198,36,technician,single,secondary,no,69596,yes,no,unknown,16,may,658,1,747,0,unknown,0
1199,35,technician,single,primary,no,52472,no,no,unknown,2,jun,1074,3,251,0,unknown,0
1200,43,blue-collar,married,primary,no,5333,no,no,cellular,4,nov,158,1,332,0,unknown,0
1201,29,blue-collar,married,primary,no,19516,no,yes,cellular,7,jul,271,4,145,0,unknown,0
1202,57,blue-collar,married,primary,no,66589,yes,no,unknown,20,jun,87,2,862,0,unknown,0
1203,30,retired,married,primary,no,73286,yes,no,cellular,27,may,121,1,222,0,unknown,0
1204,37,management,married,tertiary,no,22103,yes,yes,unknown,17,jun,117,2,857,0,unknown,0
1205,42,management,married,tertiary,no,55341,no,no,cellular,30,mar,101,3,133,0,failure,0
1206,34,technician,single,tertiary,no,-3321,yes,no,cellular,7,may,82,2,248,2,other,0
1207,29,management,single,unknown,no,76144,no,no,telephone,7,may,126,1,794,2,failure,0
1208,29,retired,married,secondary,no,56523,yes,no,cellular,27,may,14,1,417,0,failure,0
1209,57,management,married,tertiary,no,44898,no,no,cellular,18,nov,158,2,776,0,unknown,0
1210,33,management,married,secondary,no,11757,yes,no,cellular,11,nov,101,2,692,0,failure,0
1211,31,blue-collar,married,primary,no,77836,yes,yes,cellular,12,may,82,3,394,0,unknown,0
1212,31,services,married,secondary,no,-3216,yes,no,unknown,16,may,152,4,443,0,unknown,0
1213,29,blue-collar,married,secondary,no,102070,no,yes,cellular,7,jul,271,1,764,0,unknown,1
1214,30,services,single,secondary,no,36623,yes,no,unknown,2,jun,87,2,486,0,unknown,0
1215,30,management,married,secondary,no,66267,yes,yes,unknown,2,jun,87,1,795,0,unknown,0
1216,30,blue-collar,married,secondary,no,16320,yes,no,cellular,27,may,345,3,522,0,unknown,0
1217,34,management,married,secondary,no,58284,yes,no,cellular,27,may,345,1,348,0,unknown,0
1218,30,management,married,secondary,no,40696,yes,no,cellular,27,may,345,4,406,0,unknown,0
1219,33,admin.,married,secondary,no,89958,yes,no,unknown,2,jun,117,1,504,0,unknown,0
1220,53,management,divorced,tertiary,no,12976,no,no,cellular,21,nov,90,1,801,0,unknown,0
1221,31,services,single,unknown,no,35671,yes,yes,cellular,21,feb,158,1,244,0,unknown,0
1222,59,management,married,secondary,no,86958,yes,no,unknown,16,may,121,1,250,0,unknown,0
1223,46,management,married,tertiary,no,44854,no,no,unknown,30,may,158,1,772,0,unknown,0
1224,29,student,single,secondary,no,92302,no,no,cellular,18,aug,158,2,431,0,unknown,0
1225,49,services,married,secondary,no,20232,no,no,cellular,7,jul,43,4,51,0,unknown,0
1226,31,blue-collar,single,unknown,no,13403,yes,no,unknown,16,may,152,3,262,0,unknown,0
1227,31,admin.,married,secondary,no,-6578,yes,no,unknown,15,may,246,1,810,0,unknown,0
1228,31,admin.,married,secondary,no,58509,yes,no,unknown,15,may,152,2,474,0,unknown,0
1229,30,unemployed,divorced,primary,no,8330,yes,no,cellular,15,nov,87,2,239,0,failure,0
1230,30,entrepreneur,single,tertiary,no,44709,no,no,cellular,7,jul,271,1,454,0,unknown,0
1231,27,admin.,single,secondary,no,68988,no,no,cellular,14,apr,605,2,244,1,unknown,1
1232,33,management,married,tertiary,no,-667,yes,no,cellular,28,may,427,2,574,0,failure,0
1233,34,management,married,secondary,no,95779,yes,no,cellular,27,may,345,2,197,0,unknown,0
1234,29,self-employed,married,unknown,no,66913,no,no,unknown,2,jun,177,1,376,0,unknown,0
1235,31,blue-collar,divorced,secondary,no,48979,yes,yes,unknown,23,may,259,4,217,0,unknown,0
1236,35,technician,married,tertiary,no,-5377,yes,no,cellular,21,nov,121,2,758,0,unknown,0
1237,46,blue-collar,married,secondary,no,44756,no,no,cellular,15,nov,101,1,129,0,other,0
1238,29,admin.,married,unknown,no,71414,yes,no,cellular,28,jan,826,1,340,0,unknown,0
1239,31,management,single,tertiary,no,66045,no,no,cellular,13,aug,158,1,391,0,unknown,1
1240,53,entrepreneur,married,tertiary,no,54953,yes,no,cellular,8,aug,443,1,56,0,unknown,1
1241,32,self-employed,married,tertiary,no,24761,yes,no,cellular,3,nov,87,3,46,0,failure,0
1242,35,blue-collar,married,secondary,no,49543,yes,no,cellular,15,jan,87,1,259,0,failure,0
1243,37,management,married,unknown,no,53237,no,no,cellular,18,nov,147,1,423,0,unknown,0
1244,30,management,married,secondary,no,84408,yes,no,cellular,12,may,345,1,794,0,unknown,0
1245,31,self-employed,married,secondary,no,92091,yes,yes,unknown,2,jun,52,3,74,0,unknown,0
1246,33,blue-collar,married,primary,no,44463,no,no,cellular,27,may,121,1,482,0,unknown,0
1247,31,admin.,married,secondary,no,60323,yes,yes,cellular,4,feb,101,2,692,0,unknown,0
1248,34,blue-collar,married,secondary,no,13681,yes,no,cellular,27,may,345,2,644,0,unknown,0
1249,31,services,single,secondary,no,31045,yes,yes,cellular,4,aug,158,1,116,0,unknown,0
1250,53,self-employed,single,unknown,no,87018,no,no,cellular,21,may,158,1,688,0,unknown,0
1251,31,technician,married,secondary,no,11467,yes,no,telephone,3,feb,101,3,752,2,failure,0
1252,32,technician,single,secondary,no,79040,yes,no,cellular,7,jul,69,4,861,0,unknown,0
1253,34,blue-collar,married,secondary,no,73335,yes,no,cellular,27,may,345,2,865,0,unknown,0
1254,58,retired,single,tertiary,no,80678,no,no,cellular,26,aug,158,2,826,0,unknown,0
1255,59,management,married,tertiary,no,36627,no,yes,cellular,21,nov,87,1,799,0,unknown,0
1256,34,blue-collar,married,secondary,no,93652,yes,no,cellular,27,may,345,2,801,0,unknown,0
